Id,algebra,programming,data science,robotics,economics,job,salary
7210,90,88,61,60,86,economist,410000
7211,99,87,84,87,96,senior developer,660000
7212,77,96,62,82,63,senior developer,660000
7213,83,78,52,53,76,junior developer,150000
7214,74,62,78,84,67,data scientist,670000
7215,64,71,80,90,88,robotics engineer,1030000
7216,85,60,69,52,97,developer,280000
7217,80,84,96,63,63,data scientist,1000000
7218,81,99,61,53,93,economist,460000
7219,85,72,67,75,79,senior developer,590000
7220,50,80,98,75,73,developer,290000
7221,63,84,71,72,91,economist,430000
7222,90,90,75,92,86,junior developer,190000
7223,52,50,77,79,84,developer,220000
7224,87,97,59,98,74,data scientist,930000
7225,62,50,56,53,88,robotics engineer,620000
7226,55,79,78,54,55,developer,280000
7227,65,97,75,92,84,robotics engineer,1080000
7228,87,99,59,97,89,developer,430000
7229,63,97,91,62,65,economist,370000
7230,78,80,94,94,73,economist,380000
7231,71,71,78,99,95,junior developer,160000
7232,77,95,81,81,67,economist,430000
7233,90,81,94,95,64,robotics engineer,1270000
7234,81,52,96,74,59,economist,380000
7235,84,91,91,97,63,data scientist,920000
7236,57,82,89,94,58,economist,300000
7237,72,56,51,72,92,senior developer,470000
7238,99,99,80,84,83,developer,460000
7239,52,93,85,60,69,robotics engineer,800000
7240,75,69,97,56,52,robotics engineer,890000
7241,96,97,83,90,85,data scientist,1090000
7242,50,90,99,96,99,data scientist,920000
7243,84,93,76,65,68,junior developer,180000
7244,86,78,70,66,56,economist,340000
7245,97,51,51,70,70,junior developer,140000
7246,81,77,57,88,54,developer,350000
7247,68,86,78,88,88,data scientist,850000
7248,76,99,79,92,61,economist,400000
7249,57,55,80,75,75,developer,260000
7250,98,72,65,55,71,senior developer,560000
7251,66,54,58,56,98,developer,260000
7252,77,57,68,94,61,economist,340000
7253,78,50,75,85,55,robotics engineer,850000
7254,89,98,86,61,98,economist,440000
7255,79,50,71,86,83,data scientist,700000
7256,96,92,66,80,99,junior developer,210000
7257,75,63,80,90,97,senior developer,590000
7258,92,81,56,76,81,senior developer,510000
7259,62,57,69,62,77,developer,210000
7260,59,95,91,99,58,economist,350000
7261,61,80,81,89,68,robotics engineer,1000000
7262,50,55,84,71,69,senior developer,420000
7263,69,71,89,53,58,senior developer,460000
7264,73,61,79,60,99,economist,480000
7265,80,64,80,85,88,junior developer,140000
7266,81,64,81,76,99,data scientist,670000
7267,90,59,96,78,92,economist,460000
7268,52,90,56,90,52,economist,260000
7269,61,66,84,98,54,robotics engineer,1060000
7270,51,53,88,92,66,senior developer,520000
7271,78,92,84,56,68,economist,400000
7272,99,52,79,62,61,economist,380000
7273,99,54,75,53,90,robotics engineer,880000
7274,77,95,74,64,70,data scientist,790000
7275,68,98,86,98,92,junior developer,150000
7276,53,93,64,65,52,economist,310000
7277,54,96,76,95,74,economist,370000
7278,59,50,65,52,72,junior developer,120000
7279,66,67,64,86,66,economist,390000
7280,71,93,68,82,65,senior developer,590000
7281,99,68,98,62,55,robotics engineer,1030000
7282,77,63,70,56,52,economist,310000
7283,87,58,55,80,76,developer,280000
7284,93,53,60,86,69,junior developer,140000
7285,79,66,85,66,89,junior developer,140000
7286,52,55,87,63,97,developer,220000
7287,56,81,52,71,75,economist,370000
7288,96,60,71,95,61,senior developer,530000
7289,66,52,61,64,52,robotics engineer,710000
7290,67,99,62,65,84,robotics engineer,1000000
7291,80,51,88,82,87,developer,230000
7292,60,53,54,91,64,junior developer,130000
7293,98,77,91,59,66,developer,330000
7294,62,86,57,68,79,senior developer,550000
7295,55,68,58,62,75,economist,380000
7296,88,50,75,58,77,data scientist,680000
7297,71,93,88,82,73,robotics engineer,1020000
7298,80,68,83,98,58,developer,270000
7299,86,66,98,72,77,senior developer,620000
7300,81,58,93,68,64,senior developer,570000
7301,90,85,59,56,63,robotics engineer,820000
7302,72,76,54,87,93,junior developer,170000
7303,90,68,79,63,55,data scientist,840000
7304,80,56,86,96,62,data scientist,710000
7305,72,74,70,90,94,economist,410000
7306,75,95,98,71,98,senior developer,700000
7307,98,66,61,72,58,robotics engineer,850000
7308,84,51,53,63,80,junior developer,150000
7309,89,74,58,94,86,data scientist,680000
7310,65,94,74,66,78,junior developer,160000
7311,56,59,82,99,72,robotics engineer,1060000
7312,61,61,84,73,69,developer,290000
7313,68,58,84,95,50,economist,340000
7314,77,56,54,87,95,junior developer,130000
7315,92,52,55,87,57,senior developer,470000
7316,96,55,91,66,59,economist,370000
7317,88,98,93,66,91,senior developer,740000
7318,52,82,78,84,93,economist,360000
7319,90,55,69,83,52,robotics engineer,970000
7320,54,69,99,59,99,robotics engineer,890000
7321,97,76,58,65,61,developer,330000
7322,88,87,67,55,69,data scientist,760000
7323,91,80,88,84,85,data scientist,940000
7324,68,51,55,75,84,data scientist,570000
7325,58,68,90,78,98,robotics engineer,840000
7326,92,75,86,84,93,developer,350000
7327,89,99,78,87,92,data scientist,1020000
7328,63,88,68,77,61,developer,350000
7329,58,92,62,96,54,senior developer,590000
7330,90,62,62,87,56,robotics engineer,1030000
7331,57,50,65,51,55,developer,230000
7332,65,75,85,99,82,developer,270000
7333,66,89,69,65,80,data scientist,920000
7334,94,95,64,76,62,data scientist,870000
7335,53,89,79,76,89,developer,300000
7336,77,78,89,53,69,data scientist,730000
7337,64,78,75,64,59,senior developer,510000
7338,56,66,65,73,60,developer,260000
7339,90,94,71,93,79,junior developer,170000
7340,62,80,72,73,89,data scientist,760000
7341,92,52,55,86,78,developer,280000
7342,98,95,83,86,78,senior developer,600000
7343,80,90,52,75,68,developer,350000
7344,59,80,60,69,73,robotics engineer,790000
7345,96,56,53,95,88,data scientist,600000
7346,87,89,78,67,54,developer,420000
7347,95,78,78,65,68,robotics engineer,870000
7348,55,61,96,96,59,economist,360000
7349,71,67,89,72,77,junior developer,160000
7350,83,83,74,69,90,robotics engineer,1020000
7351,51,83,86,75,59,senior developer,480000
7352,82,94,53,58,98,developer,390000
7353,82,62,61,55,77,economist,430000
7354,89,88,63,93,72,economist,400000
7355,74,90,62,56,65,developer,400000
7356,67,60,60,76,54,economist,300000
7357,62,70,79,51,54,robotics engineer,720000
7358,63,87,71,62,69,robotics engineer,780000
7359,53,60,74,85,75,data scientist,650000
7360,79,73,99,59,92,junior developer,150000
7361,57,93,63,51,98,robotics engineer,750000
7362,96,77,90,86,72,economist,460000
7363,82,52,70,95,66,data scientist,700000
7364,50,63,65,63,71,developer,260000
7365,91,81,55,98,50,senior developer,560000
7366,69,84,97,91,57,robotics engineer,1100000
7367,94,73,83,74,86,developer,350000
7368,75,76,68,66,50,developer,330000
7369,64,95,76,81,97,developer,360000
7370,60,86,80,52,97,developer,300000
7371,62,59,86,57,95,junior developer,140000
7372,69,82,70,76,58,robotics engineer,1080000
7373,81,88,62,95,90,data scientist,800000
7374,97,91,69,65,89,developer,410000
7375,91,86,74,99,72,economist,420000
7376,81,63,85,61,77,senior developer,530000
7377,92,50,90,88,93,robotics engineer,920000
7378,74,57,53,79,51,senior developer,510000
7379,64,66,85,52,89,developer,270000
7380,73,58,63,67,91,economist,360000
7381,56,63,56,84,66,developer,260000
7382,51,52,92,83,83,junior developer,100000
7383,78,63,72,77,57,robotics engineer,970000
7384,56,74,74,65,50,data scientist,790000
7385,94,58,99,54,61,developer,270000
7386,56,73,66,81,84,developer,300000
7387,98,76,52,66,54,robotics engineer,930000
7388,99,87,53,84,67,developer,400000
7389,76,67,63,63,98,robotics engineer,710000
7390,57,56,86,89,82,robotics engineer,1030000
7391,77,50,88,52,50,robotics engineer,710000
7392,84,84,67,79,83,data scientist,820000
7393,59,84,75,83,82,senior developer,560000
7394,94,85,72,77,79,data scientist,930000
7395,75,93,68,86,53,junior developer,160000
7396,59,71,65,90,98,data scientist,690000
7397,71,78,51,77,78,robotics engineer,810000
7398,81,70,70,50,84,developer,340000
7399,76,61,53,68,71,developer,250000
7400,59,98,98,64,68,senior developer,600000
7401,72,68,71,71,80,robotics engineer,920000
7402,94,53,99,81,55,robotics engineer,890000
7403,89,70,71,85,55,robotics engineer,1110000
7404,57,90,65,62,80,economist,340000
7405,94,80,89,78,61,data scientist,780000
7406,86,71,78,77,63,economist,360000
7407,53,89,78,57,96,economist,420000
7408,87,68,60,69,91,data scientist,790000
7409,65,68,91,98,97,senior developer,630000
7410,68,75,86,65,87,robotics engineer,960000
7411,61,94,86,69,84,robotics engineer,1020000
7412,88,92,59,55,93,robotics engineer,1020000
7413,66,51,67,86,71,robotics engineer,930000
7414,66,82,90,98,86,robotics engineer,1090000
7415,95,61,85,78,81,economist,490000
7416,64,99,94,94,60,economist,410000
7417,90,88,95,76,84,developer,420000
7418,67,59,55,81,74,developer,290000
7419,65,91,77,55,76,robotics engineer,1020000
7420,91,73,79,61,51,senior developer,610000
7421,63,80,96,97,84,economist,430000
7422,67,51,95,65,71,data scientist,640000
7423,69,97,59,68,60,robotics engineer,1070000
7424,86,92,76,66,72,senior developer,580000
7425,92,94,70,79,89,economist,480000
7426,66,87,87,61,75,robotics engineer,840000
7427,83,51,61,89,71,developer,290000
7428,90,96,64,90,51,senior developer,670000
7429,71,50,68,65,61,junior developer,140000
7430,79,93,55,91,77,junior developer,180000
7431,94,77,64,65,94,junior developer,190000
7432,74,68,84,55,86,data scientist,820000
7433,52,63,80,56,55,senior developer,440000
7434,86,65,72,70,66,junior developer,160000
7435,81,86,61,53,70,senior developer,480000
7436,76,73,70,51,53,junior developer,150000
7437,62,56,57,55,78,developer,270000
7438,76,58,78,70,57,senior developer,460000
7439,72,98,61,55,98,data scientist,880000
7440,58,60,87,57,52,senior developer,470000
7441,71,73,64,84,62,robotics engineer,860000
7442,55,81,55,63,64,economist,330000
7443,88,71,67,55,99,data scientist,780000
7444,97,88,84,54,93,robotics engineer,980000
7445,76,60,54,97,93,developer,270000
7446,70,86,72,65,57,junior developer,190000
7447,68,67,73,62,55,developer,240000
7448,58,53,68,59,90,economist,360000
7449,92,82,51,53,61,developer,310000
7450,68,59,92,50,53,developer,260000
7451,61,55,87,62,58,developer,240000
7452,59,56,83,61,69,data scientist,630000
7453,69,83,83,96,72,developer,300000
7454,67,54,82,74,79,senior developer,460000
7455,80,61,73,92,67,robotics engineer,980000
7456,83,67,74,84,79,developer,330000
7457,58,82,69,77,68,senior developer,570000
7458,57,81,73,93,68,junior developer,130000
7459,69,73,52,68,90,junior developer,170000
7460,54,60,83,56,80,junior developer,120000
7461,98,62,54,56,97,developer,270000
7462,51,73,96,89,92,data scientist,830000
7463,70,83,84,55,98,developer,370000
7464,74,85,73,79,79,data scientist,850000
7465,65,55,91,88,53,senior developer,540000
7466,75,95,83,95,95,junior developer,190000
7467,77,74,77,99,59,economist,320000
7468,69,75,57,64,64,junior developer,130000
7469,94,55,57,74,94,data scientist,580000
7470,66,70,69,93,68,robotics engineer,1100000
7471,83,77,76,81,71,robotics engineer,890000
7472,84,73,94,61,79,robotics engineer,990000
7473,69,73,93,89,85,data scientist,850000
7474,74,69,58,50,51,senior developer,490000
7475,79,94,97,68,93,economist,470000
7476,82,78,65,73,91,robotics engineer,830000
7477,74,73,85,64,57,economist,370000
7478,65,54,57,75,85,data scientist,570000
7479,98,73,92,85,87,developer,350000
7480,80,86,67,55,58,junior developer,160000
7481,57,55,80,74,50,data scientist,670000
7482,63,65,80,70,84,developer,290000
7483,62,76,79,89,84,economist,400000
7484,92,57,90,53,63,senior developer,500000
7485,58,77,64,87,92,economist,400000
7486,95,74,85,91,85,developer,360000
7487,95,78,64,51,65,robotics engineer,880000
7488,97,65,97,72,54,data scientist,720000
7489,66,65,75,76,91,senior developer,520000
7490,75,54,97,56,56,economist,360000
7491,82,69,57,57,87,data scientist,680000
7492,61,65,88,52,62,junior developer,120000
7493,98,79,54,53,59,data scientist,740000
7494,59,61,51,73,70,economist,350000
7495,65,97,82,51,55,economist,320000
7496,89,78,99,62,84,robotics engineer,980000
7497,65,68,65,50,72,economist,390000
7498,82,51,60,94,61,junior developer,150000
7499,93,61,96,61,51,senior developer,510000
7500,71,74,57,85,52,data scientist,730000
7501,74,73,65,61,69,developer,310000
7502,82,93,70,59,59,senior developer,530000
7503,53,90,51,68,86,robotics engineer,890000
7504,82,73,89,85,74,junior developer,160000
7505,65,89,74,78,94,junior developer,140000
7506,81,59,55,80,77,senior developer,440000
7507,59,76,70,56,50,senior developer,560000
7508,62,51,92,51,84,robotics engineer,790000
7509,95,93,55,80,55,developer,360000
7510,97,95,84,57,94,senior developer,680000
7511,55,84,63,56,80,developer,280000
7512,77,82,79,57,66,developer,320000
7513,72,62,80,73,66,data scientist,660000
7514,82,91,62,69,93,robotics engineer,1060000
7515,76,58,87,83,87,economist,470000
7516,67,74,74,65,98,senior developer,510000
7517,71,71,79,94,70,robotics engineer,1020000
7518,87,76,74,68,76,data scientist,820000
7519,57,63,91,51,63,senior developer,490000
7520,69,96,88,99,73,robotics engineer,1200000
7521,74,58,58,85,53,economist,340000
7522,66,50,52,60,85,economist,400000
7523,76,72,91,68,74,junior developer,170000
7524,96,88,77,68,52,developer,340000
7525,65,70,85,80,82,developer,280000
7526,70,86,99,67,78,economist,400000
7527,78,87,71,54,67,data scientist,910000
7528,82,54,99,61,83,junior developer,160000
7529,72,58,81,54,91,economist,390000
7530,93,62,76,70,96,data scientist,640000
7531,77,80,99,52,80,robotics engineer,850000
7532,82,73,56,63,99,economist,500000
7533,76,79,74,66,93,junior developer,180000
7534,62,69,87,71,90,senior developer,480000
7535,95,78,60,58,89,senior developer,490000
7536,58,91,81,90,50,economist,310000
7537,94,55,71,54,73,junior developer,180000
7538,82,66,99,69,84,robotics engineer,840000
7539,65,65,86,74,60,junior developer,120000
7540,87,94,91,68,83,developer,380000
7541,93,54,60,89,99,senior developer,480000
7542,85,90,59,53,96,data scientist,790000
7543,54,55,69,90,82,developer,240000
7544,53,54,80,81,53,economist,260000
7545,74,72,68,55,96,data scientist,820000
7546,63,99,62,51,63,data scientist,860000
7547,95,94,59,51,93,economist,410000
7548,63,77,53,80,66,economist,370000
7549,88,81,76,77,99,robotics engineer,900000
7550,60,95,53,68,74,junior developer,150000
7551,56,74,61,84,51,senior developer,490000
7552,57,87,73,94,77,data scientist,740000
7553,84,63,94,83,87,robotics engineer,1020000
7554,63,62,51,52,77,senior developer,380000
7555,88,61,99,89,59,junior developer,150000
7556,53,93,90,93,75,data scientist,890000
7557,97,51,65,67,71,economist,350000
7558,77,69,94,55,99,senior developer,510000
7559,89,69,57,69,52,data scientist,760000
7560,60,95,83,72,87,developer,310000
7561,93,77,56,79,95,developer,300000
7562,66,60,75,75,84,robotics engineer,820000
7563,74,51,70,54,65,data scientist,560000
7564,54,66,71,74,59,economist,290000
7565,81,71,60,97,72,developer,300000
7566,62,71,91,70,94,economist,450000
7567,65,72,58,98,85,junior developer,150000
7568,93,60,80,60,93,junior developer,150000
7569,85,59,91,85,77,developer,320000
7570,89,80,98,99,59,senior developer,680000
7571,81,80,96,70,65,data scientist,930000
7572,52,73,95,51,98,senior developer,510000
7573,87,59,59,66,65,robotics engineer,850000
7574,68,92,94,69,90,developer,380000
7575,92,79,68,68,76,junior developer,160000
7576,83,79,56,65,65,data scientist,690000
7577,76,55,96,68,51,developer,280000
7578,88,60,80,72,63,junior developer,170000
7579,59,79,55,86,60,developer,300000
7580,99,92,51,70,50,senior developer,560000
7581,94,76,64,60,59,robotics engineer,840000
7582,89,84,54,56,94,senior developer,570000
7583,69,96,71,75,69,junior developer,180000
7584,96,89,93,69,81,economist,410000
7585,78,56,77,54,57,robotics engineer,790000
7586,79,68,67,85,53,economist,380000
7587,75,59,91,70,86,data scientist,650000
7588,60,78,80,70,62,junior developer,160000
7589,60,77,96,93,96,senior developer,500000
7590,87,57,99,98,79,junior developer,150000
7591,98,53,92,58,56,data scientist,630000
7592,60,72,84,82,57,developer,300000
7593,85,78,61,56,73,data scientist,880000
7594,72,95,81,87,52,economist,310000
7595,61,56,55,84,96,economist,330000
7596,65,72,80,79,75,developer,260000
7597,56,97,53,68,74,economist,340000
7598,94,62,63,54,92,junior developer,170000
7599,74,69,74,86,73,developer,310000
7600,87,85,57,84,81,robotics engineer,970000
7601,79,62,62,79,86,data scientist,780000
7602,91,84,68,92,98,data scientist,950000
7603,54,89,63,72,55,developer,280000
7604,67,56,74,94,69,data scientist,620000
7605,93,71,63,67,69,data scientist,870000
7606,90,75,76,90,65,senior developer,560000
7607,88,93,82,77,99,robotics engineer,1040000
7608,90,82,82,82,54,economist,350000
7609,79,77,79,80,81,data scientist,840000
7610,63,88,55,80,79,robotics engineer,1110000
7611,73,63,65,59,71,economist,320000
7612,76,68,94,83,72,developer,260000
7613,78,79,63,55,67,economist,410000
7614,81,54,88,85,65,junior developer,150000
7615,95,70,88,56,63,robotics engineer,980000
7616,52,55,75,75,95,senior developer,450000
7617,88,98,59,77,55,senior developer,610000
7618,70,86,85,88,53,junior developer,160000
7619,72,73,62,84,66,senior developer,500000
7620,80,94,66,54,76,economist,430000
7621,59,60,68,95,63,economist,300000
7622,77,87,95,73,54,economist,410000
7623,50,81,65,58,56,junior developer,150000
7624,56,77,72,55,86,junior developer,140000
7625,71,73,82,97,54,senior developer,650000
7626,68,59,60,85,76,data scientist,650000
7627,64,98,60,90,82,junior developer,150000
7628,60,73,59,96,70,economist,340000
7629,72,82,81,80,96,developer,320000
7630,66,76,80,50,72,robotics engineer,860000
7631,65,96,57,77,95,developer,330000
7632,86,89,71,77,89,junior developer,180000
7633,81,90,78,78,73,data scientist,810000
7634,58,65,93,51,77,developer,290000
7635,60,69,65,70,74,data scientist,640000
7636,61,63,95,66,50,economist,320000
7637,85,71,60,83,92,robotics engineer,880000
7638,73,64,69,95,79,robotics engineer,1060000
7639,61,96,92,90,92,senior developer,660000
7640,92,81,65,95,53,data scientist,830000
7641,81,73,87,92,89,junior developer,150000
7642,62,94,96,88,89,data scientist,920000
7643,79,76,74,51,53,developer,280000
7644,82,74,90,51,50,robotics engineer,830000
7645,78,61,72,59,54,developer,310000
7646,63,89,62,50,55,economist,350000
7647,82,74,60,59,71,junior developer,180000
7648,85,87,84,55,74,robotics engineer,850000
7649,58,81,66,91,87,developer,310000
7650,66,88,91,72,86,senior developer,590000
7651,53,75,78,54,72,junior developer,150000
7652,93,76,68,89,63,data scientist,900000
7653,50,91,52,89,56,economist,260000
7654,73,91,95,55,50,robotics engineer,980000
7655,63,52,56,80,60,data scientist,580000
7656,54,55,77,81,64,senior developer,440000
7657,97,66,68,50,96,robotics engineer,790000
7658,59,68,76,97,65,developer,300000
7659,52,72,87,87,98,robotics engineer,850000
7660,98,51,57,70,76,robotics engineer,850000
7661,99,88,80,67,51,economist,410000
7662,58,59,55,82,87,robotics engineer,860000
7663,82,57,74,54,96,economist,370000
7664,58,74,82,87,50,developer,250000
7665,73,87,94,68,75,junior developer,140000
7666,53,84,60,97,84,senior developer,520000
7667,88,94,82,70,56,senior developer,660000
7668,62,82,67,71,76,developer,350000
7669,58,75,58,62,54,robotics engineer,920000
7670,63,66,69,76,80,data scientist,700000
7671,70,57,93,76,80,robotics engineer,940000
7672,96,98,58,77,54,economist,380000
7673,92,53,65,56,82,data scientist,730000
7674,96,62,74,83,71,economist,470000
7675,51,93,78,84,92,economist,340000
7676,50,88,68,62,56,robotics engineer,910000
7677,75,82,50,55,95,data scientist,790000
7678,83,56,70,77,82,junior developer,130000
7679,66,89,98,79,98,senior developer,710000
7680,99,93,55,62,51,developer,370000
7681,92,84,64,81,94,economist,430000
7682,57,73,56,69,94,junior developer,120000
7683,55,80,57,78,79,robotics engineer,880000
7684,82,59,56,85,58,senior developer,460000
7685,51,76,73,93,66,robotics engineer,960000
7686,78,96,69,65,72,senior developer,540000
7687,62,62,96,52,56,data scientist,720000
7688,87,77,76,87,53,data scientist,790000
7689,74,58,98,68,54,developer,250000
7690,80,81,55,89,58,economist,350000
7691,61,58,56,74,67,data scientist,640000
7692,74,59,92,65,63,data scientist,670000
7693,64,52,58,77,68,junior developer,120000
7694,72,68,62,82,85,economist,420000
7695,59,90,76,83,61,senior developer,640000
7696,69,97,72,96,73,developer,380000
7697,96,55,80,58,93,senior developer,420000
7698,76,94,63,96,93,economist,420000
7699,68,89,74,79,79,senior developer,610000
7700,62,67,94,87,87,data scientist,830000
7701,69,58,67,92,83,economist,380000
7702,92,89,72,95,90,junior developer,180000
7703,76,91,57,97,97,senior developer,540000
7704,52,94,53,87,89,data scientist,840000
7705,98,91,98,62,77,junior developer,190000
7706,98,73,73,61,70,economist,440000
7707,54,96,55,96,55,junior developer,180000
7708,65,58,69,75,59,robotics engineer,730000
7709,68,68,85,77,70,robotics engineer,900000
7710,65,52,75,76,65,robotics engineer,750000
7711,53,85,93,71,52,junior developer,160000
7712,63,90,85,96,54,developer,300000
7713,88,91,50,59,94,economist,470000
7714,71,60,93,89,99,economist,460000
7715,86,55,91,55,91,data scientist,710000
7716,86,75,78,91,66,data scientist,800000
7717,99,56,86,66,65,developer,330000
7718,92,92,75,99,94,senior developer,660000
7719,51,82,97,54,70,developer,340000
7720,96,87,60,84,61,data scientist,980000
7721,83,99,69,60,55,developer,450000
7722,54,59,73,78,59,senior developer,460000
7723,67,54,86,69,90,economist,450000
7724,68,90,81,74,78,data scientist,970000
7725,89,97,70,74,75,data scientist,1010000
7726,64,69,70,57,85,senior developer,480000
7727,71,65,71,71,83,developer,260000
7728,67,99,93,68,98,senior developer,670000
7729,79,50,58,57,60,developer,270000
7730,63,56,92,64,58,developer,230000
7731,95,74,58,50,84,data scientist,730000
7732,97,91,79,72,62,data scientist,880000
7733,58,93,62,87,96,junior developer,150000
7734,85,74,89,66,68,economist,430000
7735,83,50,71,58,92,junior developer,150000
7736,91,64,53,81,88,robotics engineer,780000
7737,85,65,76,84,66,senior developer,470000
7738,71,56,82,57,95,robotics engineer,850000
7739,99,71,68,77,59,developer,320000
7740,88,83,64,96,62,junior developer,160000
7741,99,73,63,96,89,senior developer,580000
7742,65,61,50,60,91,robotics engineer,710000
7743,87,59,53,97,72,robotics engineer,900000
7744,81,66,62,72,90,data scientist,700000
7745,72,56,76,91,68,data scientist,660000
7746,92,79,52,56,89,data scientist,780000
7747,90,63,72,77,97,robotics engineer,790000
7748,60,81,89,88,87,robotics engineer,920000
7749,89,86,96,76,85,robotics engineer,1020000
7750,73,73,85,61,68,senior developer,480000
7751,68,92,67,92,63,junior developer,180000
7752,95,60,67,95,53,developer,310000
7753,65,58,91,90,60,economist,350000
7754,74,51,87,73,51,senior developer,490000
7755,61,66,81,94,95,junior developer,130000
7756,76,61,83,78,57,data scientist,620000
7757,84,92,57,97,97,data scientist,870000
7758,99,51,55,93,64,senior developer,550000
7759,67,80,51,63,95,economist,360000
7760,82,60,58,78,79,data scientist,590000
7761,84,99,76,99,88,developer,440000
7762,95,80,87,78,90,economist,470000
7763,67,98,54,51,96,developer,330000
7764,98,86,70,90,91,junior developer,190000
7765,89,64,56,53,53,junior developer,170000
7766,74,97,89,88,98,robotics engineer,1230000
7767,82,79,71,78,60,senior developer,630000
7768,94,92,76,92,58,junior developer,190000
7769,77,76,73,54,99,senior developer,510000
7770,55,82,90,54,87,developer,320000
7771,73,80,76,97,70,economist,430000
7772,90,52,87,85,60,economist,340000
7773,80,89,64,90,59,junior developer,180000
7774,70,76,50,78,83,economist,410000
7775,56,68,52,72,74,data scientist,570000
7776,54,69,74,84,78,senior developer,520000
7777,54,99,53,75,62,developer,310000
7778,60,86,72,76,83,data scientist,730000
7779,89,63,87,76,56,economist,350000
7780,81,68,80,66,68,junior developer,140000
7781,96,54,64,76,70,senior developer,430000
7782,65,52,61,70,84,developer,230000
7783,83,71,67,82,76,developer,290000
7784,71,99,63,53,83,data scientist,810000
7785,83,62,71,89,79,economist,440000
7786,55,89,93,82,69,developer,320000
7787,56,80,83,53,87,senior developer,500000
7788,80,92,83,63,91,junior developer,190000
7789,91,94,63,96,72,economist,460000
7790,50,70,52,76,72,robotics engineer,800000
7791,63,64,90,82,66,robotics engineer,900000
7792,80,58,87,88,64,economist,370000
7793,53,91,81,82,80,data scientist,900000
7794,74,68,86,71,93,data scientist,760000
7795,50,78,61,59,73,economist,290000
7796,59,74,73,85,51,data scientist,660000
7797,94,74,55,61,97,economist,470000
7798,52,61,73,65,89,senior developer,400000
7799,89,84,73,69,65,economist,380000
7800,62,56,62,54,52,robotics engineer,630000
7801,52,50,54,82,97,senior developer,430000
7802,83,54,71,79,90,developer,300000
7803,81,88,91,93,85,developer,350000
7804,72,52,89,70,79,senior developer,450000
7805,93,90,53,76,54,developer,430000
7806,87,52,96,63,87,senior developer,430000
7807,91,56,95,80,94,developer,310000
7808,92,77,63,65,86,economist,380000
7809,83,56,89,66,63,economist,370000
7810,60,51,50,66,93,economist,410000
7811,78,77,82,73,78,developer,280000
7812,81,58,82,86,82,data scientist,790000
7813,77,53,93,50,58,senior developer,500000
7814,66,68,73,95,58,junior developer,130000
7815,70,51,73,90,53,junior developer,120000
7816,60,61,56,57,81,robotics engineer,750000
7817,98,73,54,69,54,economist,400000
7818,71,69,81,70,50,robotics engineer,840000
7819,86,73,82,88,56,senior developer,570000
7820,94,84,69,57,54,senior developer,560000
7821,57,52,58,76,73,data scientist,570000
7822,77,97,71,86,91,data scientist,1010000
7823,60,94,94,59,74,developer,350000
7824,50,98,98,68,77,senior developer,670000
7825,94,53,97,98,66,developer,300000
7826,72,50,51,56,50,robotics engineer,600000
7827,63,76,62,61,71,data scientist,820000
7828,96,62,93,63,93,robotics engineer,1010000
7829,85,80,60,54,97,economist,420000
7830,74,75,58,77,65,developer,340000
7831,61,97,51,84,99,junior developer,150000
7832,72,78,50,91,92,robotics engineer,1110000
7833,65,97,92,64,74,data scientist,870000
7834,83,72,84,97,77,developer,300000
7835,53,85,90,52,56,senior developer,590000
7836,76,84,84,69,60,economist,410000
7837,87,73,76,98,50,data scientist,880000
7838,86,96,60,72,63,robotics engineer,960000
7839,80,58,76,74,76,junior developer,130000
7840,53,67,82,55,99,data scientist,780000
7841,55,57,67,68,67,robotics engineer,830000
7842,68,56,76,57,65,senior developer,460000
7843,79,77,78,57,65,senior developer,510000
7844,79,70,68,69,54,economist,380000
7845,57,61,81,81,96,economist,410000
7846,66,81,79,97,98,junior developer,150000
7847,56,63,83,53,53,junior developer,130000
7848,68,68,97,82,98,junior developer,140000
7849,92,65,97,83,55,senior developer,500000
7850,94,78,65,81,59,junior developer,170000
7851,99,57,93,66,56,senior developer,460000
7852,58,88,89,71,78,economist,350000
7853,53,51,61,69,79,senior developer,400000
7854,79,58,50,78,98,developer,250000
7855,91,62,58,71,65,data scientist,650000
7856,98,51,71,89,69,data scientist,760000
7857,97,60,85,82,67,economist,390000
7858,79,89,73,65,99,economist,490000
7859,65,95,76,77,54,data scientist,780000
7860,97,92,91,97,87,senior developer,710000
7861,55,61,97,73,92,senior developer,440000
7862,73,86,69,99,51,data scientist,740000
7863,66,64,89,62,95,robotics engineer,910000
7864,79,94,65,76,67,senior developer,600000
7865,73,94,53,92,77,developer,410000
7866,61,70,66,65,67,data scientist,780000
7867,67,85,92,81,90,developer,380000
7868,61,71,68,60,63,developer,300000
7869,85,81,55,67,74,junior developer,180000
7870,66,67,73,56,68,developer,260000
7871,62,83,61,98,98,developer,350000
7872,69,93,81,82,72,developer,330000
7873,73,68,61,84,57,economist,320000
7874,72,88,50,75,53,robotics engineer,900000
7875,95,88,66,63,81,data scientist,860000
7876,52,80,74,87,70,economist,340000
7877,51,57,98,95,68,developer,240000
7878,52,74,56,63,94,developer,290000
7879,60,90,80,61,62,developer,290000
7880,80,96,60,66,90,robotics engineer,1120000
7881,55,87,93,99,93,economist,450000
7882,60,51,74,62,58,economist,340000
7883,78,95,51,86,75,senior developer,680000
7884,99,85,76,88,92,data scientist,1020000
7885,57,81,61,78,70,junior developer,130000
